phylum;class;order;family;genus;species
Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Jacquemontia;Jacquemontia cumanensis
Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Cassytha;Cassytha filiformis
Arthropoda;Insecta;Odonata;Libellulidae;Erythrodiplax;Erythrodiplax berenice
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pectis;Pectis humifusa
Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Bacopa;Bacopa monnieri
Arthropoda;Malacostraca;Decapoda;Coenobitidae;Coenobita;Coenobita clypeatus
Arthropoda;Insecta;Mantodea;Thespidae;Musonia;Musonia remota
Tracheophyta;Magnoliopsida;Malpighiales;Clusiaceae;Clusia;Clusia rosea
Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Sarcomphalus;Sarcomphalus domingensis
Tracheophyta;Magnoliopsida;Caryophyllales;Portulacaceae;Portulaca;Portulaca halimoides
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Prosopis;Prosopis juliflora
Tracheophyta;Liliopsida;Poales;Cyperaceae;Cyperus;Cyperus alternifolius
Tracheophyta;Liliopsida;Poales;Bromeliaceae;Hohenbergia;Hohenbergia antillana
Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Leonotis;Leonotis nepetifolia
Tracheophyta;Liliopsida;Liliales;Smilacaceae;Smilax;Smilax coriacea
Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Colubrina;Colubrina arborescens
Echinodermata;Echinoidea;Clypeasteroida;Mellitidae;Leodia;Leodia sexiesperforata
Arthropoda;Insecta;Hymenoptera;Sphecidae;Sceliphron;Sceliphron assimile
Mollusca;Scaphopoda;Dentaliida;Dentaliidae;Graptacme;Graptacme eborea
Chordata;Aves;Charadriiformes;Scolopacidae;Numenius;Numenius phaeopus
Chordata;Aves;Charadriiformes;Scolopacidae;Calidris;Calidris alba
Chordata;Aves;Columbiformes;Columbidae;Patagioenas;Patagioenas corensis
Chordata;Aves;Charadriiformes;Laridae;Larus;Larus fuscus
Chordata;Aves;Charadriiformes;Scolopacidae;Limnodromus;Limnodromus griseus
Chordata;Aves;Passeriformes;Parulidae;Setophaga;Setophaga caerulescens
Chordata;Aves;Charadriiformes;Scolopacidae;Calidris;Calidris melanotos
Chordata;Aves;Pelecaniformes;Ardeidae;Botaurus;Botaurus lentiginosus
Chordata;Aves;Passeriformes;Parulidae;Mniotilta;Mniotilta varia
Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;Haematopus palliatus
Chordata;Aves;Passeriformes;Parulidae;Setophaga;Setophaga tigrina
Chordata;Aves;Passeriformes;Parulidae;Setophaga;Setophaga ruticilla
Chordata;Aves;Charadriiformes;Scolopacidae;Calidris;Calidris mauri
Chordata;Aves;Passeriformes;Parulidae;Setophaga;Setophaga palmarum
Chordata;Aves;Passeriformes;Parulidae;Setophaga;Setophaga pensylvanica
Chordata;Aves;Pelecaniformes;Pelecanidae;Pelecanus;Pelecanus erythrorhynchos
Chordata;Aves;Suliformes;Sulidae;Sula;Sula dactylatra
Chordata;Aves;Charadriiformes;Scolopacidae;Philomachus;Philomachus pugnax
Chordata;Aves;Charadriiformes;Scolopacidae;Phalaropus;Phalaropus tricolor
Chordata;Aves;Suliformes;Sulidae;Sula;Sula sula
Chordata;Aves;Passeriformes;Icteridae;Dolichonyx;Dolichonyx oryzivorus
Chordata;Aves;Charadriiformes;Scolopacidae;Calidris;Calidris fuscicollis
Chordata;Aves;Charadriiformes;Laridae;Sterna;Sterna dougallii
Arthropoda;Insecta;Diptera;Culicidae;Culex;
Arthropoda;Insecta;Coleoptera;Tenebrionidae;Ulomoides;Ulomoides ocularis
Arthropoda;Arachnida;Mesostigmata;Trachyuropodidae;Oplitis;
Arthropoda;Insecta;Lepidoptera;Noctuidae;Anicla;Anicla infecta
Arthropoda;Insecta;Lepidoptera;Noctuidae;Catabena;Catabena vitrina
Arthropoda;Insecta;Lepidoptera;Noctuidae;Neogalea;Neogalea sunia
Arthropoda;Insecta;Lepidoptera;Noctuidae;Caularis;Caularis undulans
Arthropoda;Insecta;Coleoptera;Elateridae;Lacon;Lacon subcostatus
Arthropoda;Insecta;Coleoptera;Curculionidae;Litostylus;Litostylus marginicollis
Arthropoda;Insecta;Coleoptera;Chrysomelidae;Charidotella;Charidotella sexpunctata
Arthropoda;Insecta;Coleoptera;Cerambycidae;Caribbomerus;Caribbomerus attenuatus
Arthropoda;Insecta;Coleoptera;Cerambycidae;Amniscus;Amniscus similis
Arthropoda;Arachnida;Trombidiformes;Tenuipalpidae;Brevipalpus;Brevipalpus phoenicis
Arthropoda;Arachnida;Trombidiformes;Tetranychidae;Tetranychus;Tetranychus gloveri
Arthropoda;Arachnida;Trombidiformes;Tetranychidae;Tetranychus;Tetranychus mexicanus
Arthropoda;Arachnida;Trombidiformes;Tuckerellidae;Tuckerella;Tuckerella pavoniformis
Chordata;Mammalia;Carnivora;Procyonidae;Procyon;Procyon lotor
Chordata;Mammalia;Primates;Cercopithecidae;Chlorocebus;Chlorocebus aethiops
Arthropoda;Arachnida;Trombidiformes;Tetranychidae;Tetranychus;Tetranychus lombardinii
Arthropoda;Arachnida;Trombidiformes;Tuckerellidae;Tuckerella;Tuckerella ornata
Arthropoda;Malacostraca;Isopoda;Sphaeromatidae;;
Arthropoda;Malacostraca;Decapoda;Ocypodidae;Uca;
Arthropoda;Malacostraca;Decapoda;Porcellanidae;Pachycheles;
Arthropoda;Ostracoda;Myodocopida;Sarsiellidae;Sarsiella;
Arthropoda;Malacostraca;Isopoda;;;
Annelida;Polychaeta;Phyllodocida;Nereididae;;
Annelida;Polychaeta;;Arenicolidae;;
Arthropoda;Malacostraca;Decapoda;Sesarmidae;Sesarma;
Sipuncula;;;;;
Arthropoda;Malacostraca;Decapoda;Portunidae;Callinectes;
Mollusca;;;;;
Mollusca;Gastropoda;;Cerithiopsidae;Seila;Seila adamsii
Arthropoda;Malacostraca;Decapoda;Sesarmidae;;
Annelida;Polychaeta;;Spionidae;;
Arthropoda;Malacostraca;Stomatopoda;Pseudosquillidae;Pseudosquilla;
Arthropoda;Malacostraca;Decapoda;Upogebiidae;Upogebia;
Annelida;Polychaeta;;Terebellidae;;
Arthropoda;Malacostraca;Amphipoda;;;
Arthropoda;Malacostraca;;;;
Arthropoda;Malacostraca;Decapoda;Penaeidae;;
Mollusca;Gastropoda;Stylommatophora;Polygyridae;Polygyra;Polygyra cereolus
Arthropoda;Malacostraca;Decapoda;Paguridae;;
Arthropoda;Malacostraca;Decapoda;Palaemonidae;Macrobrachium;
Arthropoda;Ostracoda;;;;
Arthropoda;Malacostraca;Decapoda;Portunidae;;
Arthropoda;Malacostraca;Decapoda;Callichiridae;Neocallichirus;
Arthropoda;Malacostraca;Decapoda;Callichiridae;Glypturus;
Arthropoda;Maxillopoda;Sessilia;Chthamalidae;Chthamalus;
Arthropoda;Ostracoda;Myodocopida;;;
Mollusca;Gastropoda;Systellommatophora;Veronicellidae;;
Arthropoda;Malacostraca;Decapoda;Hippolytidae;Latreutes;
Arthropoda;Malacostraca;Isopoda;Cirolanidae;;
Mollusca;Gastropoda;Stylommatophora;Pleurodontidae;Pleurodonte;Pleurodonte lychnuchus
Annelida;Polychaeta;Sabellida;Serpulidae;;
Arthropoda;Malacostraca;Decapoda;Panopeidae;;
Arthropoda;Diplopoda;;;;
Arthropoda;Malacostraca;Decapoda;Hippolytidae;Hippolyte;
Arthropoda;Malacostraca;Decapoda;Panopeidae;Panopeus;
Arthropoda;Malacostraca;Decapoda;Palaemonidae;Palaemon;
Arthropoda;Maxillopoda;Sessilia;Balanidae;Balanus;
Nemertea;;;;;
Arthropoda;Hexanauplia;;;;
Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus minus
Platyhelminthes;;Polycladida;;;
Arthropoda;Malacostraca;Amphipoda;Hyalidae;Hyale;
Arthropoda;Malacostraca;Decapoda;Callianassidae;;
Chordata;Reptilia;Squamata;Dactyloidae;Anolis;Anolis sagrei
Arthropoda;Insecta;Lepidoptera;Crambidae;Spoladea;Spoladea recurvalis
Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus caballus
Cnidaria;Scyphozoa;Rhizostomeae;Cassiopeidae;Cassiopea;Cassiopea andromeda
Arthropoda;Insecta;Hymenoptera;Formicidae;Pheidole;Pheidole megacephala
Arthropoda;Malacostraca;Decapoda;Ocypodidae;Ocypode;Ocypode quadrata
Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Brassavola;Brassavola cucullata
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Dalbergia;Dalbergia ecastaphyllum
Chordata;Mammalia;Artiodactyla;Bovidae;Capra;Capra hircus
Tracheophyta;Liliopsida;Arecales;Arecaceae;Adonidia;Adonidia merrillii
Arthropoda;Insecta;Hymenoptera;Formicidae;Solenopsis;Solenopsis invicta
Arthropoda;Insecta;Lepidoptera;Erebidae;Utetheisa;Utetheisa pulchella
Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis dipsaceus
Arthropoda;Chilopoda;Scolopendromorpha;Scolopendridae;Scolopendra;Scolopendra subspinipes
Arthropoda;Chilopoda;Scolopendromorpha;Scolopendridae;Scolopendra;Scolopendra morsitans
Arthropoda;Insecta;Lepidoptera;Hesperiidae;Polygonus;Polygonus leo
Chordata;Actinopterygii;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides testudineus
Arthropoda;Insecta;Hymenoptera;Formicidae;Paratrechina;Paratrechina longicornis
Chordata;Reptilia;Squamata;Dactyloidae;Anolis;Anolis carolinensis
Arthropoda;Insecta;Odonata;Libellulidae;Erythemis;Erythemis vesiculosa
Arthropoda;Insecta;Lepidoptera;Nymphalidae;Junonia;Junonia zonalis
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia hyssopifolia
Arthropoda;Malacostraca;Decapoda;Sesarmidae;Aratus;Aratus pisonii
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia mesembryanthemifolia
Arthropoda;Malacostraca;Isopoda;Cymothoidae;Anilocra;Anilocra haemuli
Chordata;Actinopterygii;Atheriniformes;Atherinopsidae;Melanorhinus;Melanorhinus boekei
Mollusca;Gastropoda;Aplysiida;Aplysiidae;Aplysia;Aplysia dactylomela
Arthropoda;Insecta;Coleoptera;Curculionidae;Diaprepes;Diaprepes abbreviatus
Arthropoda;Insecta;Coleoptera;Lampyridae;Aspisoma;Aspisoma ignitum
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Sophora;Sophora tomentosa
Tracheophyta;Magnoliopsida;Malpighiales;Passifloraceae;Passiflora;Passiflora rubra
Chordata;Actinopterygii;Perciformes;Sciaenidae;Pareques;Pareques acuminatus
Chordata;Actinopterygii;Perciformes;Labridae;Halichoeres;Halichoeres bivittatus
Echinodermata;Holothuroidea;Synallactida;Stichopodidae;Isostichopus;Isostichopus badionotus
Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Nerium;Nerium oleander
Tracheophyta;Liliopsida;Asparagales;Amaryllidaceae;Scadoxus;Scadoxus multiflorus
Chordata;Aves;Charadriiformes;Laridae;Larus;Larus delawarensis
Tracheophyta;Magnoliopsida;Caryophyllales;Plumbaginaceae;Plumbago;Plumbago auriculata
Tracheophyta;Magnoliopsida;Caryophyllales;Plumbaginaceae;Plumbago;Plumbago zeylanica
Tracheophyta;Liliopsida;Asparagales;Amaryllidaceae;Hymenocallis;Hymenocallis littoralis
Chlorophyta;Ulvophyceae;Bryopsidales;Udoteaceae;Udotea;Udotea flabellum
Proteobacteria;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;Thiodiazotropha;
Tracheophyta;Magnoliopsida;Ericales;Sapotaceae;Chrysophyllum;Chrysophyllum cainito
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Jatropha;Jatropha integerrima
Echinodermata;Echinoidea;Camarodonta;Echinometridae;Echinometra;Echinometra lucunter
Tracheophyta;Liliopsida;Zingiberales;Cannaceae;Canna;Canna generalis
Tracheophyta;Liliopsida;Arecales;Arecaceae;Dypsis;Dypsis lutescens
Arthropoda;Insecta;Hemiptera;Gerridae;Limnogonus;
Chordata;Actinopterygii;Perciformes;Sphyraenidae;Sphyraena;Sphyraena barracuda
Chordata;Aves;Anseriformes;Anatidae;Aythya;Aythya collaris
Chordata;Aves;Charadriiformes;Laridae;Onychoprion;Onychoprion fuscatus
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas clypeata
Chordata;Aves;Charadriiformes;Laridae;Onychoprion;Onychoprion anaethetus
Chordata;Aves;Charadriiformes;Laridae;Sterna;Sterna hirundo
Chordata;Aves;Passeriformes;Hirundinidae;Petrochelidon;Petrochelidon pyrrhonota
Chordata;Aves;Phaethontiformes;Phaethontidae;Phaethon;Phaethon lepturus
Chordata;Aves;Gruiformes;Rallidae;Porphyrio;Porphyrio martinica
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas crecca
Chordata;Aves;Charadriiformes;Laridae;Larus;Larus marinus
Chordata;Aves;Procellariiformes;Procellariidae;Puffinus;Puffinus lherminieri
Chordata;Aves;Charadriiformes;Laridae;Anous;Anous stolidus
Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Alpinia;Alpinia purpurata
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia hirta
Chordata;Mammalia;Cetacea;Kogiidae;Kogia;Kogia breviceps
Chordata;Mammalia;Cetacea;Delphinidae;Tursiops;Tursiops truncatus
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Caesalpinia;Caesalpinia pulcherrima
Tracheophyta;Liliopsida;Commelinales;Commelinaceae;Tradescantia;Tradescantia spathacea
Tracheophyta;Liliopsida;Poales;Poaceae;Paspalum;Paspalum conjugatum
Tracheophyta;Liliopsida;Poales;Poaceae;Digitaria;Digitaria insularis
Tracheophyta;Magnoliopsida;Caryophyllales;Portulacaceae;Portulaca;Portulaca grandiflora
Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Iresine;Iresine diffusa
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Bidens;Bidens pilosa
Tracheophyta;Magnoliopsida;Malvales;Thymelaeaceae;Daphnopsis;Daphnopsis americana
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Malvastrum;Malvastrum coromandelianum
Tracheophyta;Liliopsida;Poales;Poaceae;Eleusine;Eleusine indica
Tracheophyta;Magnoliopsida;Rosales;Moraceae;Ficus;Ficus nymphaeifolia
Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Gouania;Gouania lupuloides
Tracheophyta;Liliopsida;Poales;Poaceae;Panicum;Panicum diffusum
Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Cuscuta;Cuscuta americana
Tracheophyta;Magnoliopsida;Caryophyllales;Phytolaccaceae;Trichostigma;Trichostigma octandrum
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia articulata
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Guilandina;Guilandina ciliata
Tracheophyta;Magnoliopsida;Malpighiales;Passifloraceae;Passiflora;Passiflora laurifolia
Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Citrus;Citrus aurantiifolia
Tracheophyta;Liliopsida;Poales;Poaceae;Brachiaria;Brachiaria reptans
Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Lycium;Lycium americanum
Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Thyrsacanthus;Thyrsacanthus nitidus
Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Datura;Datura innoxia
Tracheophyta;Magnoliopsida;Myrtales;Myrtaceae;Psidium;Psidium guajava
Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;Ipomoea batatas
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Corchorus;Corchorus siliquosus
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Hymenaea;Hymenaea courbaril
Tracheophyta;Liliopsida;Arecales;Arecaceae;Roystonea;Roystonea oleracea
Tracheophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;Mangifera indica
Tracheophyta;Polypodiopsida;Polypodiales;Blechnaceae;Blechnum;Blechnum occidentale
Tracheophyta;Magnoliopsida;Malpighiales;Calophyllaceae;Mammea;Mammea americana
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sida acuta
Tracheophyta;Liliopsida;Alismatales;Hydrocharitaceae;Thalassia;Thalassia testudinum
Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Ocimum;Ocimum basilicum
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Galactia;Galactia longiflora
Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Melia;Melia azedarach
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Melochia;Melochia pyramidata
Tracheophyta;Magnoliopsida;Caryophyllales;Cactaceae;Pereskia;Pereskia aculeata
Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Ziziphus;Ziziphus mauritiana
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Parkinsonia;Parkinsonia aculeata
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Senna;Senna obtusifolia
Tracheophyta;Magnoliopsida;Ranunculales;Menispermaceae;Cissampelos;Cissampelos pareira
Tracheophyta;Magnoliopsida;Malpighiales;Malpighiaceae;Malpighia;Malpighia linearis
Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus altilis
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Triumfetta;Triumfetta semitriloba
Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Ruellia;Ruellia blechum
Tracheophyta;Magnoliopsida;Boraginales;Heliotropiaceae;Euploca;Euploca microphylla
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Cajanus;Cajanus cajan
Tracheophyta;Magnoliopsida;Brassicales;Caricaceae;Carica;Carica papaya
Tracheophyta;Magnoliopsida;Piperales;Aristolochiaceae;Aristolochia;Aristolochia trilobata
Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Lepidium;Lepidium virginicum
Tracheophyta;Magnoliopsida;Caryophyllales;Cactaceae;Cereus;Cereus hexagonus
Tracheophyta;Magnoliopsida;Vitales;Vitaceae;Cissus;Cissus obovata
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Talipariti;Talipariti pernambucense
Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Margaritaria;Margaritaria nobilis
Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Persea;Persea americana
Tracheophyta;Magnoliopsida;Rosales;Urticaceae;Pilea;Pilea microphylla
Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Colubrina;Colubrina elliptica
Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;Ipomoea carnea
Tracheophyta;Magnoliopsida;Caryophyllales;Cactaceae;Selenicereus;Selenicereus triangularis
Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;Annona squamosa
Tracheophyta;Magnoliopsida;Boraginales;Heliotropiaceae;Tournefortia;Tournefortia bicolor
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Spermacoce;
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Neptunia;Neptunia plena
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Malachra;Malachra alceifolia
Chordata;Reptilia;Squamata;Phyllodactylidae;Thecadactylus;Thecadactylus rapicauda
Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Capparis;
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Grona;Grona triflora
Tracheophyta;Liliopsida;Poales;Poaceae;Pappophorum;Pappophorum pappiferum
Arthropoda;Insecta;Lepidoptera;Nymphalidae;Junonia;Junonia genoveva
Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Citrus;Citrus aurantium
Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Peperomia;Peperomia magnoliifolia
Tracheophyta;Liliopsida;Commelinales;Commelinaceae;Gibasis;Gibasis geniculata
Tracheophyta;Magnoliopsida;Boraginales;Heliotropiaceae;Heliotropium;Heliotropium verdcourtii
Tracheophyta;Liliopsida;Alismatales;Cymodoceaceae;Syringodium;Syringodium filiforme
Tracheophyta;Magnoliopsida;Caryophyllales;Portulacaceae;Portulaca;Portulaca teretifolia
Chordata;Reptilia;Squamata;Colubridae;Alsophis;Alsophis rijgersmaei
Chordata;Aves;Pelecaniformes;Ardeidae;Egretta;Egretta rufescens
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Alcea;Alcea rosea
Mollusca;Cephalopoda;Myopsida;Loliginidae;Sepioteuthis;Sepioteuthis sepioidea
Mollusca;Gastropoda;Littorinimorpha;Cypraeidae;Naria;Naria acicularis
Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Achyranthes;Achyranthes indica
Arthropoda;Insecta;Blattodea;Blaberidae;Pycnoscelus;Pycnoscelus surinamensis
Mollusca;Gastropoda;Littorinimorpha;Strombidae;Aliger;Aliger gigas
Arthropoda;Insecta;Diptera;Culicidae;Psorophora;Psorophora pygmaea
Arthropoda;Insecta;Diptera;Culicidae;Culex;Culex quinquefasciatus
Arthropoda;Insecta;Diptera;Culicidae;Culex;Culex bahamensis
Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes taeniorhynchus
Arthropoda;Insecta;Diptera;Culicidae;Anopheles;Anopheles albimanus
Arthropoda;Insecta;Diptera;Culicidae;Culex;Culex nigripalpus
Arthropoda;Insecta;Diptera;Culicidae;Deinocerites;Deinocerites magnus
Tracheophyta;Magnoliopsida;Brassicales;Cleomaceae;Sieruela;Sieruela rutidosperma
Tracheophyta;Polypodiopsida;Polypodiales;Pteridaceae;Hemionitis;Hemionitis palmata
Annelida;Clitellata;Tubificida;Naididae;Pristina;Pristina foreli
Annelida;Clitellata;Tubificida;Naididae;Pristina;Pristina jenkinae
Annelida;Clitellata;Tubificida;Naididae;Aulophorus;Aulophorus furcatus
Annelida;Clitellata;Tubificida;Naididae;Thalassodrilides;Thalassodrilides ineri
Arthropoda;Arachnida;Araneae;Araneidae;Neoscona;Neoscona moreli
Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Thunbergia;Thunbergia fragrans
Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Ixora;Ixora coccinea
Arthropoda;Insecta;Lepidoptera;Lycaenidae;Strymon;Strymon acis
Echinodermata;Ophiuroidea;Ophiacanthida;Ophiodermatidae;Ophioderma;Ophioderma cinereum
Arthropoda;Hexanauplia;Cyclopoida;Pseudanthessiidae;Pseudanthessius;Pseudanthessius deficiens
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Senna;Senna pendula
Cnidaria;Hydrozoa;;;;
Arthropoda;Insecta;Lepidoptera;Hesperiidae;Choranthus;Choranthus vitellius
Tracheophyta;Liliopsida;Asparagales;Asparagaceae;Dracaena;Dracaena fragrans
Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Capsicum;Capsicum annuum
Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis sativus
Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Russelia;Russelia equisetiformis
Tracheophyta;Magnoliopsida;Lamiales;Verbenaceae;Lippia;Lippia alba
Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Jasminum;Jasminum sambac
Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Hamelia;Hamelia patens
Tracheophyta;Magnoliopsida;Caryophyllales;Nyctaginaceae;Bougainvillea;Bougainvillea spectabilis
Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Coleus;Coleus scutellarioides
Tracheophyta;Liliopsida;Asparagales;Asparagaceae;Agave;Agave americana
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Manihot;Manihot esculenta
Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Citrullus;Citrullus lanatus
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia milii
Tracheophyta;Liliopsida;Alismatales;Araceae;Caladium;Caladium bicolor
Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Vitex;Vitex agnus-castus
Tracheophyta;Magnoliopsida;Rosales;Moraceae;Ficus;Ficus elastica
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus rosa-sinensis
Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Solanum;Solanum lycopersicum
Tracheophyta;Liliopsida;Poales;Cyperaceae;Cyperus;Cyperus papyrus
Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Phyllanthus;Phyllanthus tenellus
Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Coleus;Coleus amboinicus
Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Peperomia;Peperomia pellucida
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Jatropha;Jatropha multifida
Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Alternanthera;Alternanthera brasiliana
Tracheophyta;Magnoliopsida;Myrtales;Myrtaceae;Eugenia;Eugenia uniflora
Tracheophyta;Liliopsida;Commelinales;Commelinaceae;Tradescantia;Tradescantia pallida
Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus schizopetalus
Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Nicotiana;Nicotiana tabacum
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Sphagneticola;Sphagneticola trilobata
Tracheophyta;Magnoliopsida;Malpighiales;Passifloraceae;Passiflora;Passiflora foetida
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Codiaeum;Codiaeum variegatum
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Centratherum;Centratherum punctatum
Tracheophyta;Liliopsida;Poales;Poaceae;Zea;Zea mays
Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Phyllanthus;Phyllanthus urinaria
Arthropoda;Insecta;Lepidoptera;Lycaenidae;Callicista;Callicista columella
Arthropoda;Insecta;Lepidoptera;Pieridae;Phoebis;Phoebis sennae
Arthropoda;Insecta;Lepidoptera;Lycaenidae;Thecla;Thecla bubastus
Arthropoda;Insecta;Lepidoptera;Hesperiidae;Burnsius;
Tracheophyta;Magnoliopsida;Oxalidales;Oxalidaceae;Oxalis;Oxalis barrelieri
Chordata;Elasmobranchii;Orectolobiformes;Ginglymostomatidae;Ginglymostoma;Ginglymostoma cirratum
Chordata;Elasmobranchii;Myliobatiformes;Dasyatidae;Hypanus;Hypanus americanus
Chordata;Reptilia;Squamata;Dactyloidae;Anolis;
Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Parthenium;Parthenium hysterophorus
Mollusca;Gastropoda;Neogastropoda;Olividae;Oliva;Oliva reticularis
Cnidaria;Anthozoa;Actiniaria;Actiniidae;Condylactis;Condylactis gigantea
Mollusca;Bivalvia;Lucinida;Lucinidae;;
Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Datura;Datura wrightii
Tracheophyta;Liliopsida;Zingiberales;Musaceae;Musa;Musa acuminata
Mollusca;Gastropoda;Neogastropoda;Muricidae;Dermomurex;Dermomurex pauperculus
Mollusca;Gastropoda;Neogastropoda;Nassariidae;Phrontis;Phrontis alba
Mollusca;Bivalvia;Carditida;Crassatellidae;Crassinella;Crassinella dupliniana
